mist_paper_id,full-text annotation,source,license,license/copyright notice,title,creators,journal,publisher
Agr_10.5194_piahs-364-176-2014,False,https://www.proc-iahs.net/364/176/2014/piahs-364-176-2014.pdf,CC BY,http://www.proceedings-international-association-of-hydrological-sciences.net/about/licence_and_copyright.html,"Dealing with variability in water availability: the case of the Verde Grande River basin, Brazil","B. Collischonn,A. V. Lopes,A. R. Pante",Proceedings of the International Association of Hydrological Sciences,Copernicus Publications
Agr_10.5194_piahs-373-51-2016,False,https://www.proc-iahs.net/373/51/2016/piahs-373-51-2016.pdf,CC BY,http://www.proceedings-international-association-of-hydrological-sciences.net/about/licence_and_copyright.html,Integrated management of water resources demand and supply in irrigated  agriculture from plot to regional scale,"N. Schütze,M. Wagner",Proceedings of the International Association of Hydrological Sciences,Copernicus Publications
Agr_10.5713_ajas.14.0439,False,http://www.ajas.info/upload/pdf/ajas-28-5-620.pdf,CC BY,https://www.ajas.info/about/open_access.php,Identification and Antimicrobial Activity Detection of Lactic Acid Bacteria Isolated from Corn Stover Silage,"Dongxia Li,Kuikui Ni,Huili Pang,Yanping Wang,Yimin Cai,Qingsheng Jin",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.15.0319,False,http://www.ajas.info/upload/pdf/ajas-29-1-62.pdf,CC BY,https://www.ajas.info/about/open_access.php,Dynamics Associated with Prolonged Ensiling and Aerobic Deterioration of Total Mixed Ration Silage Containing Whole Crop Corn,"Huili Wang,Tingting Ning,Wei Hao,Mingli Zheng,Chuncheng Xu",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.16.0046,False,http://www.ajas.info/upload/pdf/ajas-30-2-171.pdf,CC BY,https://www.ajas.info/about/open_access.php,Effects of microbial enzymes on starch and hemicellulose degradation in total mixed ration silages,"Tingting Ning,Huili Wang,Mingli Zheng,Dongze Niu,Sasa Zuo,Chuncheng Xu",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.17.0183,False,http://www.ajas.info/upload/pdf/ajas-31-2-198.pdf,CC BY,https://www.ajas.info/about/open_access.php,Characterization of culturable yeast species associating with whole crop corn and total mixed ration silage,"Huili Wang,Wei Hao,Tingting Ning,Mingli Zheng,Chuncheng Xu",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.18.0125,False,http://www.ajas.info/upload/pdf/ajas-31-10-1643.pdf,CC BY,https://www.ajas.info/about/open_access.php,"Effect of increased dietary crude protein levels on production performance, nitrogen utilisation, blood metabolites and ruminal fermentation of Holstein bulls","Chuanqi Xia,Muhammad Aziz Ur Rahman,He Yang,Taoqi Shao,Qinghua Qiu,Huawei Su,Binghai Cao",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.18.0175,False,http://www.ajas.info/upload/pdf/ajas-18-0175.pdf,CC BY,https://www.ajas.info/about/open_access.php,Potential of four corn varieties at different harvest stages for silage production in Malaysia,"Muhamad Hazim Nazli,Ridzwan Abdul Halim,Amin Mahir Abdullah,Ghazali Hussin,Anjas Asmara Samsudin",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.18.0514,False,http://www.ajas.info/upload/pdf/ajas-18-0514.pdf,CC BY,https://www.ajas.info/about/open_access.php,Changes in microbial population and chemical composition of corn stover during field exposure and effects on silage fermentation and  digestibility,"Lin Sun,Zhijun Wang,Ge Gentu,Yushan Jia,Meiling Hou,Yimin Cai",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.18.0792,False,http://www.ajas.info/upload/pdf/ajas-18-0792.pdf,CC BY,https://www.ajas.info/about/open_access.php,"Effects on microbial diversity of fermentation temperature (10°C and 20°C), long-term storage at 5°C, and subsequent warming of corn silage","Yiqin Zhou,Pascal Drouin,Carole Lafrenière",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.19.0256,False,http://www.ajas.info/upload/pdf/ajas-19-0256.pdf,CC BY,https://www.ajas.info/about/open_access.php,"Current status, challenges and prospects for dairy goat production in the Americas","Christopher D. Lu,Beth A. Miller",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.19.0344,False,http://www.ajas.info/upload/pdf/ajas-19-0344.pdf,CC BY,https://www.ajas.info/about/open_access.php,A lower cost method of preparing corn stover for  treatment by ensiling with lactic acid bacteria,"Sasa Zuo,Di Jiang,Dongze Niu,Mingli Zheng,Ya Tao,Chuncheng Xu",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.19.0348,False,http://www.ajas.info/upload/pdf/ajas-19-0348.pdf,CC BY,https://www.ajas.info/about/open_access.php,Community of natural lactic acid bacteria and silage fermentation of corn stover and sugarcane tops in Africa,"Yimin Cai,Zhumei Du,Seishi Yamasaki,Damiao Nguluve,Benedito Tinga,Felicidade Macome,Tetsuji Oya",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.2012.12627,False,http://www.ajas.info/upload/pdf/ajas-26-7-971-10.pdf,CC BY,https://www.ajas.info/about/open_access.php,Use of Dried Stoned Olive Pomace in the Feeding of Lactating Buffaloes: Effect on the Quantity and Quality of the Milk Produced,"S. Terramoccia,S. Bartocci,A. Taticchi,S. Di Giovanni,M. Pauselli,E. Mourvaki,S. Urbani,M. Servili",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.5713_ajas.2013.13378,False,http://www.ajas.info/upload/pdf/ajas-27-3-349-7.pdf,CC BY,https://www.ajas.info/about/open_access.php,Effect of Applying Molasses and Propionic Acid on Fermentation Quality and Aerobic Stability of Total Mixed Ration Silage Prepared with Whole-plant Corn in Tibet,"Lei Chen,Gang Guo,Xianjun Yuan,Masataka Shimojo,Chengqun Yu,Tao Shao",Asian-Australasian Journal of Animal Sciences,Asian-Australasian Association of Animal Production Societies
Agr_10.7717_peerj.1379,False,https://peerj.com/articles/1379.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,The herbaceous landlord: integrating the effects of symbiont consortia within a single host,"Roo Vandegrift,Bitty A. Roy,Laurel Pfeifer-Meister,Bart R. Johnson,Scott D. Bridgham",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.2083,False,https://peerj.com/articles/2083.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,Experimental warming decreases arbuscular mycorrhizal fungal colonization in prairie plants along a Mediterranean climate gradient,"Hannah Wilson,Bart R. Johnson,Brendan Bohannan,Laurel Pfeifer-Meister,Rebecca Mueller,Scott D. Bridgham",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.2226,False,https://peerj.com/articles/2226.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,Rapid response of arbuscular mycorrhizal fungal communities to short-term fertilization in an alpine grassland on the Qinghai-Tibet Plateau,"Xingjia Xiang,Sean M. Gibbons,Jin-Sheng He,Chao Wang,Dan He,Qian Li,Yingying Ni,Haiyan Chu",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.4425,False,https://peerj.com/articles/4425.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,The enhancement by arbuscular mycorrhizal fungi of the Cd remediation ability and bioenergy quality-related factors of five switchgrass cultivars in Cd-contaminated soil,"Hong Sun,Yixiao Xie,Yulong Zheng,Yanli Lin,Fuyu Yang",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.5031,False,https://peerj.com/articles/5031.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,Specalyzer—an interactive online tool to analyze spectral reflectance measurements,"Alexander Koc,Tina Henriksson,Aakash Chawade",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.5682,False,https://peerj.com/articles/5682.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,Hemiparasitic plants increase alpine plant richness and evenness but reduce arbuscular mycorrhizal fungal colonization in dominant plant species,"Michael McKibben,Jeremiah A. Henning",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.6090,False,https://peerj.com/articles/6090.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,"Rapid increases in soil pH solubilise organic matter, dramatically increase denitrification potential and strongly stimulate microorganisms from the Firmicutes phylum","Craig R. Anderson,Michelle E. Peterson,Rebekah A. Frampton,Simon R. Bulman,Sandi Keenan,Denis Curtin",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.6478,False,https://peerj.com/articles/6478.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,Impact of agricultural farms on the environment of the Puck Commune: Integrated agriculture calculator—CalcGosPuck,"Lidia Dzierzbicka-Glowacka,Stefan Pietrzak,Dawid Dybowski,Michał Białoskórski,Tadeusz Marcinkowski,Ludmiła Rossa,Marek Urbaniak,Zuzanna Majewska,Dominika Juszkowska,Piotr Nawalany,Grażyna Pazikowska-Sapota,Bożena Kamińska,Bartłomiej Selke,Paweł Korthals,Tadeusz Puszkarczuk",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.7373,False,https://peerj.com/articles/7373.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,The use of biochar in animal feeding,"Hans-Peter Schmidt,Nikolas Hagemann,Kathleen Draper,Claudia Kammann",PeerJ,PeerJ Inc.
Agr_10.7717_peerj.8866,False,https://peerj.com/articles/8866.pdf,CC BY,https://peerj.com/about/policies-and-procedures/#open-access-copyright-policy,Modeling the influence of temperature and water potential on seed germination of Allium tenuissimum L.,"Hong Xiao,Helong Yang,Thomas Monaco,Qian Song,Yuping Rong",PeerJ,PeerJ Inc.
Agr_S0031405612000728,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Soil structural responses to alterations in soil microbiota induced by the dilution method and mycorrhizal fungal inoculation,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0038071711004354,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Dual-chamber measurements of Î´13C of soil-respired CO2 partitioned using a field-based three end-member model,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0038071712001010,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,The effects of simultaneous root colonisation by three Glomus species on soil pore characteristics,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0038071713001971,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Fungal networks in yield-invigorating and -debilitating soils induced by prolonged potato monoculture,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0167880913001229,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Sink or source-The potential of coffee agroforestry systems to sequester atmospheric CO2 into soil organic carbon,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0254629913003086,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Rhizosphere acid and alkaline phosphatase activity as a marker of P nutrition in nodulated Cyclopia and Aspalathus species in the Cape fynbos of South Africa,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0261219413001944,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Effect of glyphosate on Macrophomina phaseolina in vitro and its effect on disease severity of soybean in the field,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S0378112713005288,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Regeneration of native broadleaved species on clearfelled conifer plantations in upland Britain,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S037842901300244X,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Development of a pearl millet Striga-resistant genepool: Response to five cycles of recurrent selection under Striga-infested field conditions in West Africa,Elsevier Labs,OA-STM corpus,Elsevier
Agr_S1161030113001950,True,https://github.com/elsevierlabs/OA-STM-Corpus,CC-BY,https://elsevierlabs.github.io/OA-STM-Corpus/,Phosphorus levels in croplands of the European Union with implications for P fertilizer use,Elsevier Labs,OA-STM corpus,Elsevier
CS_1801.00880,False,https://arxiv.org/abs/1801.00880,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Deep convolutional neural networks for segmenting 3D in vivo multiphoton images of vasculature in Alzheimer disease mouse models,"Mohammad Haft-Javaherian, Linjing Fang, Victorine Muse, Chris B. Schaffer, Nozomi Nishimura, Mert R. Sabuncu",arXiv cs.CV,arXiv
CS_1801.01402,False,https://arxiv.org/abs/1801.01402,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"A fully automated framework for lung tumour detection, segmentation and analysis",Devesh Walawalkar,arXiv cs.CV,arXiv
CS_1801.04261,False,https://arxiv.org/abs/1801.04261,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Deep saliency: What is learnt by a deep network about saliency?,"Sen He, Nicolas Pugeault",arXiv cs.CV,arXiv
CS_1801.05599,False,https://arxiv.org/abs/1801.05599,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,Additive Margin Softmax for Face Verification,"Feng Wang, Weiyang Liu, Haijun Liu, Jian Cheng",arXiv cs.CV,arXiv
CS_1801.05746,False,https://arxiv.org/abs/1801.05746,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation,Vladimir Iglovikov and Alexey Shvets,arXiv cs.CV,arXiv
CS_1801.07424,False,https://arxiv.org/abs/1801.07424,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Revisiting Video Saliency: A Large-scale Benchmark and a New Model,Wenguan Wang and Jianbing Shen and Fang Guo and Ming-Ming Cheng and Ali Borji,arXiv cs.CV,arXiv
CS_1801.08706,False,https://arxiv.org/abs/1801.08706,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Cloud Detection From RGB Color Remote Sensing Images With Deep Pyramid Networks,"Savas Ozkan, Mehmet Efendioglu, Caner Demirpolat",arXiv cs.CV,arXiv
CS_1801.09054,False,https://arxiv.org/abs/1801.09054,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Ear Recognition With Score-Level Fusion Based On CMC In Long-Wave Infrared Spectrum,Umit Kacar and Murvet Kirci,arXiv cs.CV,arXiv
CS_1801.09086,False,https://arxiv.org/abs/1801.09086,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,A Generative Approach to Zero-Shot and Few-Shot Action Recognition,"Ashish Mishra, Vinay Kumar Verma, M Shiva Krishna Reddy, Arulkumar S, Piyush Rai, and Anurag Mittal",arXiv cs.CV,arXiv
CS_1801.09092,False,https://arxiv.org/abs/1801.09092,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Interactive Generative Adversarial Networks for Facial Expression Generation in Dyadic Interactions,"Behnaz Nojavanasghari, Yuchi Huang, Saad Khan",arXiv cs.CV,arXiv
CS_1802.00036,False,https://arxiv.org/abs/1802.00036,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,In Defense of Classical Image Processing: Fast Depth Completion on the CPU,"Jason Ku, Ali Harakeh, Steven L. Waslander",arXiv cs.CV,arXiv
CS_1802.00094,False,https://arxiv.org/abs/1802.00094,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Single Image Reflection Removal Using Deep Encoder-Decoder Network,"Zhixiang Chi, Xiaolin Wu, Xiao Shu, Jinjin Gu",arXiv cs.CV,arXiv
CS_1802.00752,False,https://arxiv.org/abs/1802.00752,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Deep Convolutional Neural Networks for Breast Cancer Histology Image Analysis,"Alexander Rakhlin, Alexey Shvets, Vladimir Iglovikov and Alexandr A. Kalinin",arXiv cs.CV,arXiv
CS_1802.02080,False,https://arxiv.org/abs/1802.02080,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Multi-Temporal Land Cover Classification with Sequential Recurrent Encoders,"Marc Ru{\ss}wurm and Marco K\""orner",arXiv cs.CV,arXiv
CS_1802.06955,False,https://arxiv.org/abs/1802.06955,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation,"Md Zahangir Alom, Mahmudul Hasan, Chris Yakopcic, Tarek M. Taha, and Vijayan K. Asari",arXiv cs.CV,arXiv
CS_1802.07590,False,https://arxiv.org/abs/1802.07590,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Batch Normalization and the impact of batch structure on the behavior of deep convolution networks,"Mohamed Hajaj, Duncan Gillies",arXiv cs.CV,arXiv
CS_1802.07856,False,https://arxiv.org/abs/1802.07856,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,xView: Objects in Context in Overhead Imagery,"Darius Lam, Richard Kuzma, Kevin McGee, Samuel Dooley, Michael Laielli, Matthew Klaric, Yaroslav Bulatov, Brendan McCord",arXiv cs.CV,arXiv
CS_1802.09070,False,https://arxiv.org/abs/1802.09070,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Attention-Aware Generative Adversarial Networks (ATA-GANs),"Dimitris Kastaniotis, Ioanna Ntinou, Dimitrios Tsourounis, George Economou and Spiros Fotopoulos",arXiv cs.CV,arXiv
CS_1802.09567,False,https://arxiv.org/abs/1802.09567,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A Robust Real-Time Automatic License Plate Recognition Based on the YOLO Detector,"Rayson Laroca, Evair Severo, Luiz A. Zanlorensi, Luiz S. Oliveira, Gabriel Resende Gon\c{c}alves, William Robson Schwartz, David Menotti",arXiv cs.CV,arXiv
CS_1803.00385,False,https://arxiv.org/abs/1803.00385,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,MAGAN: Aligning Biological Manifolds,"Matthew Amodio, Smita Krishnaswamy",arXiv cs.CV,arXiv
CS_1803.00386,False,https://arxiv.org/abs/1803.00386,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Context-Aware Learning using Transferable Features for Classification of Breast Cancer Histology Images,"Ruqayya Awan, Navid Alemi Koohbanani, Muhammad Shaban, Anna Lisowska and Nasir Rajpoot",arXiv cs.CV,arXiv
CS_1803.01207,False,https://arxiv.org/abs/1803.01207,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Automatic Instrument Segmentation in Robot-Assisted Surgery Using Deep Learning,"Alexey Shvets, Alexander Rakhlin, Alexandr A. Kalinin, and Vladimir Iglovikov",arXiv cs.CV,arXiv
CS_1803.01250,False,https://arxiv.org/abs/1803.01250,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A Benchmark for Iris Location and a Deep Learning Detector Evaluation,"Evair Severo, Rayson Laroca, Cides S. Bezerra, Luiz A. Zanlorensi, Daniel Weingaertner, Gladston Moreira and David Menotti",arXiv cs.CV,arXiv
CS_1803.01516,False,https://arxiv.org/abs/1803.01516,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A new stereo formulation not using pixel and disparity models,Kiyoshi Oguri and Yuichiro Shibata,arXiv cs.CV,arXiv
CS_1803.02009,False,https://arxiv.org/abs/1803.02009,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,MIS-SLAM: Real-time Large Scale Dense Deformable SLAM System in Minimal Invasive Surgery Based on Heterogeneous Computing,"Jingwei Song, Jun Wang, Liang Zhao, Shoudong Huang and Gamini Dissanayake",arXiv cs.CV,arXiv
CS_1803.02129,False,https://arxiv.org/abs/1803.02129,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A Non-Technical Survey on Deep Convolutional Neural Network Architectures,"Felix Altenberger, Claus Lenz",arXiv cs.CV,arXiv
CS_1803.04469,False,https://arxiv.org/abs/1803.04469,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,An Introduction to Image Synthesis with Generative Adversarial Nets,"He Huang, Philip S. Yu, Changhu Wang",arXiv cs.CV,arXiv
CS_1803.04667,False,https://arxiv.org/abs/1803.04667,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Dynamic Vision Sensors for Human Activity Recognition,"Stefanie Anna Baby, Bimal Vinod, Chaitanya Chinni, Kaushik Mitra",arXiv cs.CV,arXiv
CS_1803.05266,False,https://arxiv.org/abs/1803.05266,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,On the Applicability of Registration Uncertainty,"Jie Luo, Alireza Sedghi, Karteek Popuri, Dana Cobzas, Miaomiao Zhang, Frank Preiswerk, Matthew Toews, Alexandra Golby, Masashi Sugiyama, William M. Wells III and Sarah Frisken",arXiv cs.CV,arXiv
CS_1803.05619,False,https://arxiv.org/abs/1803.05619,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Fast End-to-End Trainable Guided Filter,"Huikai Wu, Shuai Zheng, Junge Zhang and Kaiqi Huang",arXiv cs.CV,arXiv
CS_1803.05753,False,https://arxiv.org/abs/1803.05753,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,What Catches the Eye? Visualizing and Understanding Deep Saliency Models,"Sen He, Ali Borji, Yang Mi, Nicolas Pugeault",arXiv cs.CV,arXiv
CS_1803.05759,False,https://arxiv.org/abs/1803.05759,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Salient Region Segmentation,"Sen He, Nicolas Pugeault",arXiv cs.CV,arXiv
CS_1803.05785,False,https://arxiv.org/abs/1803.05785,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Aggregated Sparse Attention for Steering Angle Prediction,"Sen He, Dmitry Kangin, Yang Mi, Nicolas Pugeault",arXiv cs.CV,arXiv
CS_1803.05845,False,https://arxiv.org/abs/1803.05845,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,A Structural Correlation Filter Combined with A Multi-task Gaussian Particle Filter for Visual Tracking,"Manna Dai, Shuying Cheng, Xiangjian He, Dadong Wang",arXiv cs.CV,arXiv
CS_1803.06049,False,https://arxiv.org/abs/1803.06049,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Zero-Shot Object Detection: Learning to Simultaneously Recognize and Localize Novel Concepts,"Shafin Rahman, Salman Khan and Fatih Porikli",arXiv cs.CV,arXiv
CS_1803.06051,False,https://arxiv.org/abs/1803.06051,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Deep Multiple Instance Learning for Zero-shot Image Tagging,Shafin Rahman and Salman Khan,arXiv cs.CV,arXiv
CS_1803.06301,False,https://arxiv.org/abs/1803.06301,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,Improved Part Segmentation Performance by Optimising Realism of Synthetic Images using Cycle Generative Adversarial Networks,"Ruud Barth, Jochen Hemming, Eldert J. van Henten",arXiv cs.CV,arXiv
CS_1803.07682,False,https://arxiv.org/abs/1803.07682,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,A Feature-Driven Active Framework for Ultrasound-Based Brain Shift Compensation,"Jie Luo, Matt Toews, Ines Machado, Sarah Frisken, Miaomiao Zhang, Frank Preiswerk, Alireza Sedghi, Hongyi Ding, Steve Pieper, Polina Golland, Alexandra Golby, Masashi Sugiyama and William M. Wells III",arXiv cs.CV,arXiv
CS_1803.08696,False,https://arxiv.org/abs/1803.08696,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,An Incremental Boolean Tensor Factorization approach to model Change Patterns of Objects in Images,"S Saritha, G Santhosh Kumar",arXiv cs.CV,arXiv
CS_1803.09502,False,https://arxiv.org/abs/1803.09502,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Long-term Tracking in the Wild: A Benchmark,"Jack Valmadre, Luca Bertinetto, Jo\~ao F. Henriques, Ran Tao, Andrea Vedaldi, Arnold Smeulders, Philip Torr, Efstratios Gavves",arXiv cs.CV,arXiv
CS_1803.10417,False,https://arxiv.org/abs/1803.10417,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions","Philipp Tschandl, Cliff Rosendahl, Harald Kittler",arXiv cs.CV,arXiv
CS_1803.10842,False,https://arxiv.org/abs/1803.10842,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Deep Learning Object Detection Methods for Ecological Camera Trap Data,"Stefan Schneider, Graham W. Taylor, Stefan C. Kremer",arXiv cs.CV,arXiv
CS_1804.00257,False,https://arxiv.org/abs/1804.00257,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Real-time Progressive 3D Semantic Segmentation for Indoor Scene,"Quang-Hieu Pham, Binh-Son Hua, Duc Thanh Nguyen, Sai-Kit Yeung",arXiv cs.CV,arXiv
CS_1804.01753,False,https://arxiv.org/abs/1804.01753,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Bringing Cartoons to Life: Towards Improved Cartoon Face Detection and Recognition Systems,"Saurav Jha, Nikhil Agarwal, Suneeta Agarwal",arXiv cs.CV,arXiv
CS_1804.03360,False,https://arxiv.org/abs/1804.03360,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Reference-Conditioned Super-Resolution by Neural Texture Transfer,"Zhifei Zhang, Zhaowen Wang, Zhe Lin, and Hairong Qi",arXiv cs.CV,arXiv
CS_1804.04922,False,https://arxiv.org/abs/1804.04922,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Pose estimation of a single circle using default intrinsic calibration,"Mariyanayagam Damien, and Gurdjos Pierre, and Chambon Sylvie, and Brunet Florent, and Charvillat Vincent",arXiv cs.CV,arXiv
CS_1804.08651,False,https://arxiv.org/abs/1804.08651,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Rendition: Reclaiming what a black box takes away,Peyman Milanfar,arXiv cs.CV,arXiv
CS_1804.10805,False,https://arxiv.org/abs/1804.10805,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,Remote Detection of Idling Cars Using Infrared Imaging and Deep Networks,"Muhammet Bastan, Kim-Hui Yap, Lap-Pui Chau",arXiv cs.CV,arXiv
CS_1804.10855,False,https://arxiv.org/abs/1804.10855,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Evaluation of Feature Detector-Descriptor for Real Object Matching under Various Conditions of Ilumination and Affine Transformation,"Novanto Yudistira, Achmad Ridok, Ali Fauzi",arXiv cs.CV,arXiv
CS_1805.00652,False,https://arxiv.org/abs/1805.00652,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,MX-LSTM: mixing tracklets and vislets to jointly forecast trajectories and head poses,"Irtiza Hasan, Francesco Setti, Theodore Tsesmelis, Alessio Del Bue, Fabio Galasso and Marco Cristani",arXiv cs.CV,arXiv
CS_1805.01220,False,https://arxiv.org/abs/1805.01220,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Semantic segmentation of mFISH images using convolutional networks,"Esteban Pardo, Jos\'e M\'ario T Morgado, Norberto Malpica",arXiv cs.CV,arXiv
CS_1805.04953,False,https://arxiv.org/abs/1805.04953,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,Learning Rich Features for Image Manipulation Detection,"Peng Zhou, Xintong Han, Vlad I. Morariu, Larry S. Davis",arXiv cs.CV,arXiv
